gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	A	B	C	D	E	F	G	H	I
IFNA7	P01567	False	IFNA7_HUMAN		CPI-SC0FFF2B86F	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.0
IFNA14	P01570	False	IFN14_HUMAN		CPI-SC0618F57A3	0.003	0.006	0.003	0.003	0.0	0.0	0.0	0.007	0.008
IFNA17	P01571	False	IFN17_HUMAN		CPI-SC006C626B1	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.0
IFNA6	P05013	False	IFNA6_HUMAN		CPI-SC0D85A6C82	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.0
IFNA4	P05014	False	IFNA4_HUMAN		CPI-SC0EF11E801	0.003	0.006	0.003	0.003	0.0	0.0	0.0	0.007	0.008
IFNA16	P05015	False	IFN16_HUMAN		CPI-SC0E705491F	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.0
IFNE	Q86WN2	False	IFNE_HUMAN		CPI-SC06DAFCB1D	0.0	0.009	0.0	0.003	0.004	0.0	0.0	0.0	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0A3569604	0.125	0.307	0.403	0.122	1.287	0.805	0.378	0.2	1.288
CCL3	P10147	False	CCL3_HUMAN		CPI-SS076D8415B	0.008	0.006	0.003	0.0	0.004	0.0	0.0	0.0	0.008
GCG	P01275	False	GLUC_HUMAN		CPI-SS01A29DD97	0.003	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0
INS	P01308	False	INS_HUMAN		CPI-SS06908C6CC	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	0.125	0.307	0.403	0.122	1.287	0.805	0.378	0.2	1.288
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.147	0.42	0.249	0.21	0.219	0.056	0.232	0.073	0.144
IGF2	P01344	False	IGF2_HUMAN		CPI-SS042A6F835	0.125	0.307	0.403	0.122	1.287	0.805	0.378	0.2	1.288
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	1.197	0.466	2.216	1.325	1.771	0.286	0.372	0.313	1.517
NGF	P01138	False	NGF_HUMAN		CPI-SS0DD9B3D49	0.133	0.374	0.19	0.102	0.194	0.045	0.037	0.033	0.22
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	0.801	0.963	1.531	0.756	1.097	0.594	0.841	0.707	1.237
LRPAP1	P30533	False	AMRP_HUMAN		CPI-SS02A53F29E	4.133	3.325	7.564	3.756	3.953	2.718	5.055	5.327	7.754
NTS	P30990	False	NEUT_HUMAN		CPI-SS0A437E174	0.028	0.199	0.469	0.027	0.043	0.282	1.171	0.68	3.161
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	4.125	4.0	5.187	3.447	3.082	2.102	4.262	2.473	5.229
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	1.197	0.466	2.216	1.325	1.771	0.286	0.372	0.313	1.517
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	0.019	0.015	0.2	0.044	0.312	0.015	0.018	0.04	0.085
NTF4	P34130	False	NTF4_HUMAN		CPI-SS088C1035B	0.0	0.0	0.02	0.0	0.004	0.0	0.012	0.013	0.017
BDNF	P23560	False	BDNF_HUMAN		CPI-SS03F0B666C	1.197	0.466	2.216	1.325	1.771	0.286	0.372	0.313	1.517
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS04A8E4200	0.008	0.003	0.003	0.0	0.004	0.004	0.0	0.0	0.008
CD200	P41217	False	OX2G_HUMAN		CPI-SS0A9E884E0	0.778	0.561	1.439	0.671	0.613	0.492	1.28	0.547	1.737
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS0518D683C	0.008	0.003	0.003	0.0	0.004	0.004	0.0	0.0	0.008
PROK1	P58294	False	PROK1_HUMAN		CPI-SS04465565A	0.003	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS06E42DB13	0.008	0.003	0.003	0.0	0.004	0.004	0.0	0.0	0.008
KLRB1	Q12918	False	KLRB1_HUMAN		CPI-SS0E292C126	0.0	0.0	0.0	0.0	0.007	0.0	0.006	0.0	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02A0FF87F	3.404	2.31	5.233	3.153	2.33	1.305	2.463	2.233	3.534
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS0CCB8E3D3	0.0	0.0	0.0	0.014	0.0	0.0	0.006	0.0	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS086615F9B	0.044	0.061	0.056	0.047	0.047	0.09	0.049	0.033	0.119
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08BFF4F9B	0.008	0.006	0.003	0.0	0.004	0.0	0.0	0.0	0.008
CCL3L1	CCL3L1	False	CCL3L1		CPI-SS0D3495D97	0.008	0.006	0.003	0.0	0.004	0.0	0.0	0.0	0.008
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS0C6311D2D	0.008	0.006	0.003	0.0	0.004	0.0	0.0	0.0	0.008
CCL24	O00175	False	CCL24_HUMAN		CPI-SS0B0AC1603	0.003	0.012	0.003	0.0	0.014	0.011	0.0	0.0	0.025
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0F33890C0	0.003	0.003	0.013	0.0	0.011	0.004	0.0	0.007	0.008
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0CB2E8B21	0.003	0.003	0.013	0.0	0.011	0.004	0.0	0.007	0.008
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS083B5EBAB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS008700E67	0.008	0.028	0.023	0.01	0.014	0.019	0.018	0.02	0.042
CCL7	P80098	False	CCL7_HUMAN		CPI-SS07EC65CED	0.0	0.003	0.007	0.003	0.014	0.004	0.0	0.0	0.025
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS0A7B487D4	0.011	0.021	0.003	0.01	0.014	0.023	0.018	0.013	0.025
CER1	O95813	False	CER1_HUMAN		CPI-SS0F8288403	0.03	0.003	0.003	0.017	0.004	0.0	0.0	0.0	0.008
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS0FEC87269	0.011	0.021	0.003	0.01	0.014	0.023	0.018	0.013	0.025
PVR	P15151	False	PVR_HUMAN		CPI-SS00A8596B5	0.158	0.089	0.223	0.156	0.172	0.098	0.085	0.18	0.203
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS044DF8749	0.011	0.021	0.003	0.01	0.014	0.023	0.018	0.013	0.025
CER1	O95813	False	CER1_HUMAN		CPI-SS071F7D46C	0.03	0.003	0.003	0.017	0.004	0.0	0.0	0.0	0.008
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0BBB4E185	0.075	0.184	0.052	0.02	0.029	0.218	0.549	0.053	0.322
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS08696CC33	0.055	0.037	0.033	0.081	0.086	0.041	0.067	0.02	0.093
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS02E513EE6	0.083	0.025	0.118	0.108	0.133	0.113	0.073	0.047	0.136
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS004A55455	0.235	0.046	0.58	0.498	0.158	0.053	0.079	0.067	0.11
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS098223056	0.061	0.031	0.062	0.027	0.043	0.026	0.22	0.0	0.153
CER1	O95813	False	CER1_HUMAN		CPI-SS01074696B	0.03	0.003	0.003	0.017	0.004	0.0	0.0	0.0	0.008
CER1	O95813	False	CER1_HUMAN		CPI-SS069A70CE7	0.03	0.003	0.003	0.017	0.004	0.0	0.0	0.0	0.008
CER1	O95813	False	CER1_HUMAN		CPI-SS0C45A2762	0.03	0.003	0.003	0.017	0.004	0.0	0.0	0.0	0.008
CER1	O95813	False	CER1_HUMAN		CPI-SS0E61D926D	0.03	0.003	0.003	0.017	0.004	0.0	0.0	0.0	0.008
CER1	O95813	False	CER1_HUMAN		CPI-SS0B7523B29	0.03	0.003	0.003	0.017	0.004	0.0	0.0	0.0	0.008
CER1	O95813	False	CER1_HUMAN		CPI-SS03D2E63A8	0.03	0.003	0.003	0.017	0.004	0.0	0.0	0.0	0.008
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B42AD9EF	0.368	0.482	0.482	0.369	0.581	0.504	0.53	0.587	0.636
CER1	O95813	False	CER1_HUMAN		CPI-SS03C8C4EBD	0.03	0.003	0.003	0.017	0.004	0.0	0.0	0.0	0.008
CER1	O95813	False	CER1_HUMAN		CPI-SS0DD882D49	0.03	0.003	0.003	0.017	0.004	0.0	0.0	0.0	0.008
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS018DF4043	0.075	0.184	0.052	0.02	0.029	0.218	0.549	0.053	0.322
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS026F29267	0.055	0.037	0.033	0.081	0.086	0.041	0.067	0.02	0.093
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS086608DC8	0.083	0.025	0.118	0.108	0.133	0.113	0.073	0.047	0.136
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS04ABF9207	0.235	0.046	0.58	0.498	0.158	0.053	0.079	0.067	0.11
CER1	O95813	False	CER1_HUMAN		CPI-SS07E279745	0.03	0.003	0.003	0.017	0.004	0.0	0.0	0.0	0.008
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS06FA53149	0.075	0.184	0.052	0.02	0.029	0.218	0.549	0.053	0.322
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS0C58B9FE1	0.055	0.037	0.033	0.081	0.086	0.041	0.067	0.02	0.093
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS0D2C2611E	0.083	0.025	0.118	0.108	0.133	0.113	0.073	0.047	0.136
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS085C43CC3	0.235	0.046	0.58	0.498	0.158	0.053	0.079	0.067	0.11
CER1	O95813	False	CER1_HUMAN		CPI-SS0B13E8938	0.03	0.003	0.003	0.017	0.004	0.0	0.0	0.0	0.008
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0779E7015	0.075	0.184	0.052	0.02	0.029	0.218	0.549	0.053	0.322
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS0517A2AD6	0.055	0.037	0.033	0.081	0.086	0.041	0.067	0.02	0.093
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS0416525FE	0.083	0.025	0.118	0.108	0.133	0.113	0.073	0.047	0.136
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0A02BB24E	0.235	0.046	0.58	0.498	0.158	0.053	0.079	0.067	0.11
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0B30BFC55	0.061	0.031	0.062	0.027	0.043	0.026	0.22	0.0	0.153
CER1	O95813	False	CER1_HUMAN		CPI-SS00A7FC60D	0.03	0.003	0.003	0.017	0.004	0.0	0.0	0.0	0.008
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS04C671343	0.075	0.184	0.052	0.02	0.029	0.218	0.549	0.053	0.322
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS0C7624041	0.055	0.037	0.033	0.081	0.086	0.041	0.067	0.02	0.093
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS0DB2845AD	0.083	0.025	0.118	0.108	0.133	0.113	0.073	0.047	0.136
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0EEC04FC1	0.235	0.046	0.58	0.498	0.158	0.053	0.079	0.067	0.11
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0A51CC035	0.061	0.031	0.062	0.027	0.043	0.026	0.22	0.0	0.153
CER1	O95813	False	CER1_HUMAN		CPI-SS068E00202	0.03	0.003	0.003	0.017	0.004	0.0	0.0	0.0	0.008
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0B665DAF7	0.075	0.184	0.052	0.02	0.029	0.218	0.549	0.053	0.322
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS08FE5E88E	0.055	0.037	0.033	0.081	0.086	0.041	0.067	0.02	0.093
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS0CE496333	0.083	0.025	0.118	0.108	0.133	0.113	0.073	0.047	0.136
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0EECFED83	0.235	0.046	0.58	0.498	0.158	0.053	0.079	0.067	0.11
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0D097B78D	0.061	0.031	0.062	0.027	0.043	0.026	0.22	0.0	0.153
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS037F83FEE	0.025	0.021	0.039	0.014	0.047	0.019	0.213	0.007	0.076
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0C96733CF	0.235	0.046	0.58	0.498	0.158	0.053	0.079	0.067	0.11
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0F102AAC5	0.011	0.009	0.016	0.007	0.004	0.004	0.018	0.0	0.008
CER1	O95813	False	CER1_HUMAN		CPI-SS0014DB67C	0.03	0.003	0.003	0.017	0.004	0.0	0.0	0.0	0.008
FAM19A4	Q96LR4	False	TAFA4_HUMAN		CPI-SS01650D71E	0.019	0.601	0.03	0.024	0.029	0.019	0.165	0.007	0.059
TAFA4	Q96LR4	False	TAFA4_HUMAN		CPI-SS01650D71E	0.019	0.601	0.03	0.024	0.029	0.019	0.165	0.007	0.059
PVR	P15151	False	PVR_HUMAN		CPI-SS0B84DAE3D	0.158	0.089	0.223	0.156	0.172	0.098	0.085	0.18	0.203
PVR	P15151	False	PVR_HUMAN		CPI-SS0F1A060D4	0.158	0.089	0.223	0.156	0.172	0.098	0.085	0.18	0.203
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS00550260E	9.385	6.988	16.57	10.864	7.509	2.902	7.463	6.46	12.178
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0B990492C	3.31	2.206	7.961	3.834	2.921	2.019	4.012	2.68	8.322
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS0C5E9FBFB	1.416	1.387	2.993	2.444	1.563	1.023	1.622	0.747	2.966
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS02FBD007E	0.144	0.141	0.331	0.156	0.147	0.117	0.402	0.133	0.415
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B87FE6E0	0.368	0.482	0.482	0.369	0.581	0.504	0.53	0.587	0.636
CD46	P15529	False	MCP_HUMAN		CPI-SS01A07768A	0.202	0.144	0.239	0.217	0.219	0.124	0.22	0.14	0.271
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0E5AF12B6	0.368	0.482	0.482	0.369	0.581	0.504	0.53	0.587	0.636
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0A34EE366	0.368	0.482	0.482	0.369	0.581	0.504	0.53	0.587	0.636
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS01CA704DD	0.368	0.482	0.482	0.369	0.581	0.504	0.53	0.587	0.636
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0DC9D2C55	0.166	0.319	0.285	0.159	0.573	0.346	0.317	0.307	0.322
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS012B7C21D	0.368	0.482	0.482	0.369	0.581	0.504	0.53	0.587	0.636
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS027CDEA08	0.166	0.319	0.285	0.159	0.573	0.346	0.317	0.307	0.322
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0607D1101	0.368	0.482	0.482	0.369	0.581	0.504	0.53	0.587	0.636
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS003C9A532	0.166	0.319	0.285	0.159	0.573	0.346	0.317	0.307	0.322
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS08C3D27F7	0.368	0.482	0.482	0.369	0.581	0.504	0.53	0.587	0.636
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS02770D68F	0.166	0.319	0.285	0.159	0.573	0.346	0.317	0.307	0.322
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0C4D54E39	0.094	0.19	0.184	0.068	0.161	0.192	0.189	0.08	0.237
LGR5	O75473	False	LGR5_HUMAN		CPI-SS05E001125	0.011	0.009	0.016	0.007	0.004	0.004	0.018	0.0	0.008
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0FC0CA5ED	0.011	0.009	0.016	0.007	0.004	0.004	0.018	0.0	0.008
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0DCA749B0	0.011	0.009	0.016	0.007	0.004	0.004	0.018	0.0	0.008
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS0A874F65F	0.753	1.055	1.262	0.956	0.928	0.436	0.726	0.633	1.288
APP	P05067	False	A4_HUMAN		CPI-SS07ACDDCD6	48.645	47.037	61.108	47.681	38.161	28.436	37.238	35.853	53.305
MDK	P21741	False	MK_HUMAN		CPI-SS083CBFACD	0.006	0.012	0.013	0.007	0.0	0.019	0.006	0.007	0.0
WISP3	O95389	False	WISP3_HUMAN		CPI-SS0D3C90DDA	0.006	0.0	0.007	0.003	0.007	0.0	0.0	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.751	0.506	1.525	0.698	0.785	0.395	0.506	0.7	0.983
MDK	P21741	False	MK_HUMAN		CPI-SS006C6537E	0.006	0.012	0.013	0.007	0.0	0.019	0.006	0.007	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0984C2931	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0F8EFEECF	0.003	0.003	0.0	0.0	0.004	0.004	0.0	0.0	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0472C478C	0.061	0.086	0.164	0.068	0.387	0.102	0.244	0.067	0.466
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0CB863B46	0.169	0.279	0.292	0.22	0.43	0.338	0.439	0.16	0.788
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS09C06644C	9.385	6.988	16.57	10.864	7.509	2.902	7.463	6.46	12.178
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0889E281D	3.31	2.206	7.961	3.834	2.921	2.019	4.012	2.68	8.322
CRTAM	O95727	False	CRTAM_HUMAN		CPI-SS0C9696AAA	0.0	0.0	0.0	0.0	0.004	0.008	0.0	0.0	0.017
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS02D18D12B	9.385	6.988	16.57	10.864	7.509	2.902	7.463	6.46	12.178
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS0B3829651	9.385	6.988	16.57	10.864	7.509	2.902	7.463	6.46	12.178
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS00661A3A4	1.416	1.387	2.993	2.444	1.563	1.023	1.622	0.747	2.966
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS01E0F2D2C	1.416	1.387	2.993	2.444	1.563	1.023	1.622	0.747	2.966
HTR1A	P08908	False	5HT1A_HUMAN		CPI-SC0BEC0AB9A	0.305	0.04	0.282	0.085	0.28	0.079	0.177	0.1	0.322
DRD2	P14416	False	DRD2_HUMAN		CPI-SC07863BB7C	0.105	0.239	0.21	0.051	0.108	0.267	0.463	3.02	0.237
DRD1	P21728	False	DRD1_HUMAN		CPI-SC021FEB927	0.053	0.025	0.095	0.007	0.022	0.06	0.024	0.367	0.093
DRD4	P21917	False	DRD4_HUMAN		CPI-SC0162A6735	0.019	0.074	0.023	0.051	0.018	0.011	0.006	0.027	0.008
DRD5	P21918	False	DRD5_HUMAN		CPI-SC0F331780F	0.05	0.064	0.043	0.003	0.197	0.03	0.061	0.04	0.008
HTR1B	P28222	False	5HT1B_HUMAN		CPI-SC0FB8A462A	0.141	0.083	0.37	0.098	0.154	0.154	0.402	0.887	0.695
HTR2A	P28223	False	5HT2A_HUMAN		CPI-SC02040C23F	0.834	0.107	0.797	0.766	0.251	0.173	0.232	0.407	0.288
HTR2C	P28335	False	5HT2C_HUMAN		CPI-SC0AA0837A0	0.399	0.721	2.485	0.288	0.211	0.827	1.585	1.027	3.119
HTR1F	P30939	False	5HT1F_HUMAN		CPI-SC083C897C9	0.435	0.052	0.475	0.149	0.161	0.094	0.043	0.14	0.22
HTR7	P34969	False	5HT7R_HUMAN		CPI-SC09512F4D8	0.199	0.595	0.426	0.376	0.204	0.12	0.634	0.187	0.695
DRD3	P35462	False	DRD3_HUMAN		CPI-SC0632EC968	0.0	0.009	0.0	0.003	0.0	0.004	0.0	0.02	0.034
HTR2B	P41595	False	5HT2B_HUMAN		CPI-SC081518F41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008
HTR3A	P46098	False	5HT3A_HUMAN		CPI-SC0A8AF8ECB	0.091	0.028	0.239	0.163	0.211	0.049	0.037	0.02	0.093
HTR5A	P47898	False	5HT5A_HUMAN		CPI-SC043575EF7	0.357	0.153	0.452	0.403	0.183	0.09	0.134	0.193	0.271
HTR6	P50406	False	5HT6R_HUMAN		CPI-SC09ABB671B	0.039	0.003	0.059	0.031	0.032	0.011	0.018	0.12	0.017
HTR4	Q13639	False	5HT4R_HUMAN		CPI-SC08FDE0757	0.058	0.083	0.121	0.058	0.466	0.124	0.463	0.5	0.559
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0E03C13D1	0.0	0.003	0.01	0.003	0.022	0.011	0.0	0.0	0.017
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC0E4A99136	0.0	0.0	0.003	0.01	0.004	0.015	0.0	0.013	0.017
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC028882919	0.066	0.169	0.197	0.075	0.706	0.229	0.146	0.073	0.297
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0AA90A03B	0.017	0.031	0.023	0.01	0.018	0.053	0.073	0.02	0.127
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0A7864078	0.028	0.058	0.118	0.031	0.355	0.12	0.104	0.053	0.178
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0756B421F	0.371	0.433	0.764	0.461	0.606	0.305	0.445	0.333	0.593
FN1	P02751	False	FINC_HUMAN		CPI-SC0C91660AB	0.504	0.733	1.03	0.746	1.892	0.534	0.945	0.593	1.347
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0CED85DDE	0.025	0.018	0.075	0.031	0.122	0.049	0.061	0.02	0.068
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC07707E049	0.119	0.313	0.364	0.163	1.19	0.308	0.354	0.153	0.958
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0096917A2	0.604	0.699	1.134	0.729	0.749	0.327	0.89	0.487	1.297
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC0B991F6B1	0.125	0.04	0.056	0.071	0.108	0.03	0.14	0.067	0.051
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC0251EEF61	0.615	0.086	0.938	0.159	0.391	0.211	0.128	0.953	1.144
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC07F654CB3	0.36	0.089	0.315	0.115	0.265	0.169	0.146	0.293	0.661
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC059D160BE	0.003	0.015	0.02	0.014	0.032	0.026	0.049	0.007	0.076
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC034D4CF73	0.235	0.301	0.207	0.193	0.373	0.357	0.409	0.447	0.381
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC050CC3A3F	0.008	0.006	0.013	0.003	0.029	0.008	0.0	0.0	0.008
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC05590EDD3	0.194	0.04	0.095	0.061	0.093	0.049	0.024	0.08	0.034
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC0FCB8DFBB	0.014	0.04	0.013	0.024	0.125	0.271	0.049	0.013	0.025
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0DA063880	0.022	0.015	0.013	0.01	0.011	0.011	0.085	0.013	0.025
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC068FFC547	0.083	0.043	0.075	0.153	0.111	0.263	0.037	0.053	0.136
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0F1833AC0	0.017	0.031	0.02	0.037	0.032	0.041	0.012	0.027	0.034
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC01BE5E1F7	0.102	0.098	0.072	0.105	0.082	0.09	0.104	0.053	0.119
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC039737584	0.019	0.16	0.062	0.017	0.072	0.094	0.134	0.02	0.381
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC030087D4F	0.003	0.006	0.0	0.0	0.0	0.023	0.006	0.013	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0CC8A2F79	0.014	0.018	0.007	0.003	0.014	0.03	0.012	0.0	0.008
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0B6D93CD4	0.019	0.012	0.03	0.014	0.025	0.015	0.043	0.0	0.034
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC027EF0F68	0.125	0.138	0.213	0.095	0.108	0.06	0.378	0.06	0.381
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0BFDE14E9	0.006	0.006	0.007	0.01	0.029	0.008	0.006	0.0	0.008
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0A210DC1F	0.216	0.27	0.256	0.18	0.29	0.195	0.506	0.16	0.373
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0423059DF	0.69	0.098	0.741	1.129	0.505	0.15	0.183	0.387	0.364
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0E9AA9087	0.014	0.0	0.046	0.031	0.007	0.011	0.012	0.027	0.034
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0A18569E5	0.019	0.018	0.039	0.034	0.104	0.019	0.024	0.0	0.059
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC090152EEE	0.069	0.064	0.095	0.041	0.054	0.075	0.104	0.08	0.093
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC008D5E4B2	0.091	0.126	0.17	0.163	0.086	0.023	0.043	0.04	0.119
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC0EC720659	0.03	0.04	0.036	0.014	0.032	0.034	0.024	0.04	0.051
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC0F393B830	0.025	0.021	0.026	0.014	0.018	0.011	0.006	0.02	0.017
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC00942962B	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0EDDBD0FB	0.0	0.003	0.01	0.003	0.022	0.011	0.0	0.0	0.017
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC0E453F338	0.0	0.0	0.003	0.01	0.004	0.015	0.0	0.013	0.017
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0AD2341AF	0.066	0.169	0.197	0.075	0.706	0.229	0.146	0.073	0.297
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0A5E87289	0.017	0.031	0.023	0.01	0.018	0.053	0.073	0.02	0.127
